,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,fyp_location,hashtags,hash_foryou,hash_foryoupage,hash_fyp,hash_fypシ,hash_jamaica,hash_jamaicantiktok,hash_jamaicatiktok,hash_tiktok,hash_trending,hash_viral
0,US,7102503378692934958,1653680434,Miachapilyne! 🤳🏽💃🏽 @big_trap876,6781129052759491589,jadakingdom,"🧚🏽‍♀️👩🏼‍🎤TWINKLE👩🏼‍🎤🧚🏽‍♀
   🌈💕

DICKMATIZED 😵‍💫 ~ OUT NOW!",0,False,https://m.tiktok.com/v/7102503378692934958.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102503378692934958&source=h5_m,313253,295,161,917,51991,7098093188288334598,7098093188288334598,72,7098093188288334598,Big trap me issa choppa,Big trap,5.333686912342835e+16,Big trap,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7098093192922417926.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/a317c82a5139663148cfe59f01ce3ce0.json,False,False,,,,,[],0,0,Jamaica,,0,0,0,0,0,0,0,0,0,0
1,JM,7100991104526470405,1653328332,😭😭 #landodmajor,6962228634291536901,Lando Dmajorr,"OFFICIAL ACCOUNT GOT BANNED🤦🏼‍♂️
GOING LIVE @100k
Follow my IG @lando_dmajor_",0,False,https://m.tiktok.com/v/7100991104526470405.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100991104526470405&source=h5_m,403369,1478,811,3159,47681,7073526922914974470,7073526922914974470,72,7073526922914974470,original sound - bbyshl5,🧝🏾‍♀️,6.805131795233113e+18,🧝🏾‍♀️,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7073526919379176198.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/1586f53f59b95061640f32286f30d611.json,False,False,,,,,[],0,0,Jamaica,#landodmajor,0,0,0,0,0,0,0,0,0,0
2,JM,7090101666401340678,1650792938,@the_original_tc Handle It #pontheplaza @rebelthisrebelthat @prettypretty2120 Nawmal a Lie #dancehall #ptrenz #2grantv,7039700333014795269,2GranTvVideos,Top 1000 Dancehall Videos 24/7 Click Link Below  All Events in 🇯🇲 2GranTv,0,False,https://m.tiktok.com/v/7090101666401340678.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7090101666401340678&source=h5_m,1232817,407,821,183,90190,7090101629919169286,7090101629919169286,72,7090101629919169286,original sound - 2grantvdancehallvideos,2GranTvVideos,7.039700333014795e+18,2GranTvVideos,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7090101648944532230.mp3,,False,False,,,,,[],0,0,Jamaica,#pontheplaza #dancehall #ptrenz #2grantv,0,0,0,0,0,0,0,0,0,0
3,JM,7097652285278358789,1652550951,🛖🧎💀🐃fully guzu#jamaicatiktok🇯🇲🇯🇲 #jamaicatiktok🇯🇲🇯🇲 #fypシ #makemefamous #makemefamous #fyppppppppppppppppppppppp,7054434482250826758,Dûtty Tràp Kxñg,"new page got band a 1k🤦‍♂️(spam block)
add up fully active💯💯😎
single",0,False,https://m.tiktok.com/v/7097652285278358789.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097652285278358789&source=h5_m,731800,1286,3605,13839,25738,7092567518111337222,7092567518111337222,72,7092567518111337222,JovGad Mystic Kraft,JovgadOfficial,7.053285709490963e+18,JovgadOfficial,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7092567487677532933.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/30baedd0c47ab5d7532c48a48c0fd101.json,False,False,,,,,[],0,0,Jamaica,#jamaicatiktok🇯🇲🇯🇲 #jamaicatiktok🇯🇲🇯🇲 #fypシ #makemefamous #makemefamous #fyppppppppppppppppppppppp,0,0,0,1,0,0,2,0,0,0
4,JM,7100923587976072454,1653312612, ,7052108252972876805,Wingy Slimas,,0,False,https://m.tiktok.com/v/7100923587976072454.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100923587976072454&source=h5_m,921595,5741,2729,222,50600,7098321761296517894,7098321761296517894,72,7098321761296517894,Message To My Ex,👑Energy Queen👑,6.818817924141532e+18,👑Energy Queen👑,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7098644542378806021.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/6f282dbea4e57d47b532c9cbee904c33.json,False,False,,,,,[],0,0,Jamaica,,0,0,0,0,0,0,0,0,0,0
5,JM,7103207879414516998,1653844464,mi ready fi mek uno dwl and alla dem gud sumn deh. let’s goo #fatskullreturns #fy #fyp,6805354026588521478,Fatskull,🇯🇲💀🇯🇲,0,False,https://m.tiktok.com/v/7103207879414516998.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103207879414516998&source=h5_m,230884,114,701,6293,31475,7103207880991820549,7103207880991820549,72,7103207880991820549,original sound - fatskull,Fatskull,6.805354026588521e+18,Fatskull,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7103207885122882310.mp3,,False,False,,,,,[],0,0,Jamaica,#fatskullreturns #fy #fyp,0,0,1,0,0,0,0,0,0,0
6,US,7085061536703647018,1649619439,Whether you see something moving or hear something moving…we gone make it shake 💁🏾‍♂️🤣,444560,Rodney Lee,"🏳️‍🌈
SUBSCRIBE TO MY YOUTUBE!!!
PO BOX 800012 Santa Clarita CA 91380",0,False,https://m.tiktok.com/v/7085061536703647018.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7085061536703647018&source=h5_m,6561645,15689,82714,85232,717507,7075424213472987946,7075424213472987946,72,7075424213472987946,bones,reefyy,7.013225990672025e+18,reefyy,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7075420039205178154.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/2f5f953bf66bb00af6ce70911e554a93.json,False,False,,,,,[],0,0,Jamaica,,0,0,0,0,0,0,0,0,0,0
7,JM,7095417771869179142,1652030688,Cause we did 😂#nickiivsklyne #youtubers #fyp,6772975947781587974,NickiiVSklyne,"Instagram:NICKII_BOO157
 Instagram :nklyne_gad
YouTube:NICKIIVSKLYNE",0,False,https://m.tiktok.com/v/7095417771869179142.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095417771869179142&source=h5_m,722289,493,304,1001,61392,7072935706494077739,7072935706494077739,72,7072935706494077739,Cause we did (Contains music from: WhenTheBeatdrop - Wolfpinkie),"Contains music from: ""WhenTheBeatdrop""",6210229.0,Mahj,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7072935724592466731.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/cd89bfd67ac86d1ebaf86c7d4c74511d.json,False,False,Wolfpinkie,WhenTheBeatdrop,Cause we did (Contains music from: WhenTheBeatdrop - Wolfpinkie),"Contains music from: ""WhenTheBeatdrop""",[],0,0,Jamaica,#nickiivsklyne #youtubers #fyp,0,0,1,0,0,0,0,0,0,0
0,GY,7103010630633917702,1653798542,🤣🤣🤣 #fyp #skeng,7000019075120776198,jamaican_guyanesetikt0k,"Entertainment From Di Whole Caribbean 💯 
Follow For more 😁",0,False,https://www.tiktok.com/@jamaican_guyanesetikt0k/video/7103010630633917702?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103010630633917702&source=h5_m,180063,228,234,1254,16646,7098093188288334598,7098093188288334598,72,7098093188288334598,Big trap me issa choppa,Big trap,5.333686912342835e+16,Big trap,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7098093192922417926.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/a317c82a5139663148cfe59f01ce3ce0.json,False,False,,,,,[],0,0,Jamaica,#fyp #skeng,0,0,1,0,0,0,0,0,0,0
1,US,7097622368524307755,1652543986,Deep pain. #fyp,6938998646025847814,Kandon Dortch,Business Major • Aspiring Fitness Model 💫,0,False,https://www.tiktok.com/@kandondortch/video/7097622368524307755?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097622368524307755&source=h5_m,2256661,842,8801,25109,327737,7076424303012612910,7076424303012612910,72,7076424303012612910,original sound - reaganbeem,Reagan Beem,6.746049792097355e+18,Reagan Beem,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7076424335695301422.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/e64bfe7b27ab8fe2bd779fbfa69491d0.json,False,False,,,,,[],0,0,Jamaica,#fyp,0,0,1,0,0,0,0,0,0,0
2,JM,7098498028922785030,1652747868,"Learn how to dance, Shelly Belly Dancing king Boom Sundays Jamaica 🇯🇲 @2grantvliquorstore @360booth_2g_sp @simpledancemoves #2grantv #dancehall #dancing #dancer",6925451395198796806,Shelly Belly Dancin 🕺 King 🤴,"Popular Dance Moves Tutorials, New Dance Move, How to Dance in Jamaica 🇯🇲",0,False,https://www.tiktok.com/@simpledancemoves/video/7098498028922785030?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098498028922785030&source=h5_m,710228,626,1093,59,67440,7098498002688281350,7098498002688281350,72,7098498002688281350,original sound - simpledancemoves,Shelly Belly Dancin 🕺 King 🤴,6.925451395198797e+18,Shelly Belly Dancin 🕺 King 🤴,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7098498009956190981.mp3,,False,False,,,,,[],0,0,Jamaica,#2grantv #dancehall #dancing #dancer,0,0,0,0,0,0,0,0,0,0
3,JM,7089536787810503941,1650661415,Things my Jamaican boyfriend do that I will never understand 🤷🏻‍♀️ #fypシ  #interracialcouple #jamaican #japanese #jamaicantiktok #cultureshock #interraciallove #culture,7040088698092831749,deezutheblasianfamily,"Black & Asian 
Japanese Jamaican 
Subscribe to our YouTube DeeZu’s JapJam Family",0,False,https://www.tiktok.com/@deezutheblasianfamily/video/7089536787810503941?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7089536787810503941&source=h5_m,1155176,1187,468,480,87445,6787142837377959937,6787142837377959937,10033,6787142837377959937,Spongebob Tomfoolery - Dante9k Remix,David Snell,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/54f7eb006fc84958923dd105c98b57b5,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/ceb716b0d9f64e27b61ab7a79a9bd520,False,True,,,,,[],0,0,Jamaica,#fypシ #interracialcouple #jamaican #japanese #jamaicantiktok #cultureshock #interraciallove #culture,0,0,0,1,0,1,0,0,0,0
4,JM,7092047995549584646,1651246102,Yep that’s me🙇🏾‍♂️ #jamaicantiktok🇯🇲viral #trending #fypシ゚viral #viralvideos #disability,7078106920792769541,🇯🇲𝕁𝔼𝕆-ℍ𝕀𝕄𝕊𝔼𝕃𝔽🇯🇲,"Backup account: @jeo_himself
Life + hate = challenges 
Please don’t spam likes☹️",0,False,https://www.tiktok.com/@yourbwoyjeo/video/7092047995549584646?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092047995549584646&source=h5_m,1021462,4238,1437,1094,133297,6748181959140297478,6748181959140297478,72,6748181959140297478,original sound - kbdoyaluvme (Contains music from: Rise Up - Andra Day),"Contains music from: ""Rise Up""",6.632761821059875e+18,Kbdoyaluvme,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1647506312538150.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/3e9c912bbb26b4f521c07a85f6a4bc04.json,False,False,Andra Day,Rise Up,original sound - kbdoyaluvme (Contains music from: Rise Up - Andra Day),"Contains music from: ""Rise Up""",[],0,0,Jamaica,#jamaicantiktok🇯🇲viral #trending #fypシ゚viral #viralvideos #disability,0,0,0,1,0,1,0,0,1,2
5,JM,7092484437677591813,1651347718,Another day of trynna make my DC viral. Don’t mind the box of clothes in the back💀 I’m doing a shein haul for my girlies ❤️ #fyp #foryou #foryoupage,6776351538991612934,Andelle’s Life,"YouTube: Andelle’s Life 
Yes I’m that short 💀
 DM FOR PROMO
RIP MY ANGELS 🕊",0,False,https://www.tiktok.com/@andelleslife/video/7092484437677591813?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092484437677591813&source=h5_m,883589,488,464,3388,70537,7073526922914974470,7073526922914974470,72,7073526922914974470,original sound - bbyshl5,🧝🏾‍♀️,6.805131795233113e+18,🧝🏾‍♀️,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7073526919379176198.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/1586f53f59b95061640f32286f30d611.json,False,False,,,,,[],0,0,Jamaica,#fyp #foryou #foryoupage,1,1,1,0,0,0,0,0,0,0
6,US,7075511126858943786,1647395810,@J A M E I L A 💕🍭 😭 comment if ya want pt2,6912863130999079942,BÕÑÑËT GÏRŁ,"🇯🇲🇺🇸
400k?
Download and play with me👇🏾to win 💰",0,False,https://www.tiktok.com/@_bonnetgirl/video/7075511126858943786?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7075511126858943786&source=h5_m,843326,895,445,952,100890,7035940549047634689,7035940549047634689,72,7035940549047634689,original sound - nba.afl_moments.editsz (Contains music from: Hmmm - Hott Headzz),"Contains music from: ""Hmmm""",6.994941072041592e+18,NBA and AFL Edits,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7035940491896261377.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/186c10a0a9a5f686dda61b2516b9c354.json,False,False,Hott Headzz,Hmmm,original sound - nba.afl_moments.editsz (Contains music from: Hmmm - Hott Headzz),"Contains music from: ""Hmmm""",[],0,0,Jamaica,,0,0,0,0,0,0,0,0,0,0
7,VG,7095521507148909830,1652054842,#duet with @kantorhiburan lol 😆 🍤 🦐 🦞,6919839112561263621,Rockerz,https://youtu.be/Tx6hqt_TS2k,0,False,https://www.tiktok.com/@rockerzbvi/video/7095521507148909830?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095521507148909830&source=h5_m,428309,746,1761,58,23826,7086786011866336026,7086786011866336026,24,7086786011866336026,original sound - wonosobo_md_official,𝙒𝙎𝘽𝙈𝙐𝙎𝙄𝘾𝘿𝘼𝙉𝙂𝘿𝙐𝙏,6.963177744890004e+18,𝙒𝙎𝘽𝙈𝙐𝙎𝙄𝘾𝘿𝘼𝙉𝙂𝘿𝙐𝙏,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7086786016522259226.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/426f8624ce496c78e3d28c700dd76ec7.json,False,False,,,,,[],0,0,Jamaica,#duet,0,0,0,0,0,0,0,0,0,0
0,US,7103629865458355502,1653942715,Her cute little self 😍,6748059400442168325,Lauryn & Steph,"Business inquires: Lauryn.Steph22@gmail.com
YOUTUBE: Lauryn & Steph ❤️",0,False,https://m.tiktok.com/v/7103629865458355502.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103629865458355502&source=h5_m,126789,101,165,71,31225,7073036425435843354,7073036425435843354,24,7073036425435843354,taehyun is so bf (Contains music from: I Love You - Kwixou),"Contains music from: ""I Love You""",7.060505385828124e+18,amber ✘,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7073036415197793050.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/e274011ed7003c4e9c00460babdda416.json,False,False,Kwixou,I Love You,taehyun is so bf (Contains music from: I Love You - Kwixou),"Contains music from: ""I Love You""",[],0,0,Jamaica,,0,0,0,0,0,0,0,0,0,0
1,JM,7093312989842918661,1651540632,God a god @freddy_official8 can I get a amen #viral #fyp #jamaicantiktok🇯🇲viral,6873207505322492929,davil,No bio yet,0,False,https://m.tiktok.com/v/7093312989842918661.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093312989842918661&source=h5_m,1128549,2562,25724,28159,76969,7093271989338540805,7093271989338540805,72,7093271989338540805,original sound - davil_.official,davil,6.873207505322493e+18,davil,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7093312367961967365.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/1befea34da8000b73e17e963824a5628.json,False,False,,,,,[],0,0,Jamaica,#viral #fyp #jamaicantiktok🇯🇲viral,0,0,1,0,0,1,0,0,0,2
2,JM,7102911121916480773,1653775370,#fyppppppppppppppppppppppp #foryou #foryou #fypシ #jamaicatiktok🇯🇲 #xyzbca #viral #foreyoupage,245847895495569408,🍀badgalkarma🍀,Follow backup @badgyalkarma_backuppage🇯🇲🚫 spam liking=block‼️ 19k comin soon,0,False,https://m.tiktok.com/v/7102911121916480773.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102911121916480773&source=h5_m,219693,163,414,1093,14279,6773640268248795137,6773640268248795137,10033,6773640268248795137,Laughing,Gianluca Marino,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/fd3ef83fd8514daf9bad47f9094f7167,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/d5752a49d7b84905a4edcb72d955f1bf,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1390061916', 'external_song_key': 'apple_song_id'}]",0,0,Jamaica,#fyppppppppppppppppppppppp #foryou #foryou #fypシ #jamaicatiktok🇯🇲 #xyzbca #viral #foreyoupage,2,0,0,1,0,0,1,0,0,1
3,CA,7079576749138267398,1648342413, ,7078915343074493445,shonatumbuka,Let’s laugh 😂 share if u like 💋will go viral🤷‍♀️for more follow @mlwcanada,0,False,https://m.tiktok.com/v/7079576749138267398.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7079576749138267398&source=h5_m,2256815,1069,1029,801,36431,7079576686571948806,7079576686571948806,72,7079576686571948806,original sound - shonatumbuka,shonatumbuka,7.078915343074493e+18,shonatumbuka,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7079576702548724485.mp3,,False,False,,,,,[],0,0,Jamaica,,0,0,0,0,0,0,0,0,0,0
4,JM,7101950312910572806,1653551670, ,6795778571921064961,Mîss Watsøn,,0,False,https://m.tiktok.com/v/7101950312910572806.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101950312910572806&source=h5_m,324849,2594,3820,7462,28091,7101950296024288005,7101950296024288005,72,7101950296024288005,original sound - _miss.watson,Mîss Watsøn,6.795778571921065e+18,Mîss Watsøn,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7101950285446269702.mp3,,False,False,,,,,[],0,0,Jamaica,,0,0,0,0,0,0,0,0,0,0
5,JM,7097244797164965126,1652456076,Spice gèntle with it 😭 #spice #spiceofficial #fyp #viral #foryou,6786289023385109509,SPICEOFFICIAL,"SPICE FAN PAGE💙
QUEEN OF DANCEHALL🇯🇲
GRAMMY NOMINATED🔥
ALBUM🔟
LUV U SPICE🙏",0,False,https://m.tiktok.com/v/7097244797164965126.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097244797164965126&source=h5_m,885231,502,854,3141,66820,7097244784783264517,7097244784783264517,72,7097244784783264517,original sound - spiceofficialgangs,SPICEOFFICIAL,6.78628902338511e+18,SPICEOFFICIAL,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7097244781302057733.mp3,,False,False,,,,,[],0,0,Jamaica,#spice #spiceofficial #fyp #viral #foryou,1,0,1,0,0,0,0,0,0,1
6,JM,7081791524471639301,1648858080,My Good Woman #GoodWoman,6768840013993853958,Romain Virgo,Musician/Band 🇯🇲,0,False,https://m.tiktok.com/v/7081791524471639301.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7081791524471639301&source=h5_m,754571,810,1940,4298,81628,7036307067375716353,7036307067375716353,10033,7036307067375716353,Good Woman,Romain Virgo,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/047316602f1846b9af9e93a4419cbd32,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/568e7dbb10904a9194818f2b2a24bee7,False,True,,,,,[],0,0,Jamaica,#GoodWoman,0,0,0,0,0,0,0,0,0,0
7,US,7073212534089600298,1646860627,I like surprises 🎉 @roseyrell #hiphopharry #whosnext #fyp #gogogo #surprise,6828271181768115206,Hip Hop Harry,"Entertainer, Educator, TV Icon

Check Out My Episodes
YouTube 📺 HipHopHarryTV⬇️",0,False,https://m.tiktok.com/v/7073212534089600298.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7073212534089600298&source=h5_m,827227,424,521,1269,60633,7073212494248184622,7073212494248184622,72,7073212494248184622,original sound - imhiphopharry (Contains music from: HiP HOP HARRY - Kwatt),"Contains music from: ""HiP HOP HARRY""",6.828271181768115e+18,Hip Hop Harry,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7073212547075181358.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/ec6c045274f222c5d0d38312865f1d03.json,False,False,Kwatt,HiP HOP HARRY,original sound - imhiphopharry (Contains music from: HiP HOP HARRY - Kwatt),"Contains music from: ""HiP HOP HARRY""",[],0,0,Jamaica,#hiphopharry #whosnext #fyp #gogogo #surprise,0,0,1,0,0,0,0,0,0,0
0,JM,7103672849457532166,1653952724,#skeng goes crazy in #trinidad #foryou #fypage #fyp #viral #trending,7048837475514860550,Best Of Dancehall Cl,,0,False,https://www.tiktok.com/@bestofdancehall/video/7103672849457532166?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103672849457532166&source=h5_m,64397,85,206,612,2565,7103672840343374597,7103672840343374597,72,7103672840343374597,original sound - bestofdancehall,Best Of Dancehall Cl,7.048837475514861e+18,Best Of Dancehall Cl,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7103672839353797382.mp3,,False,False,,,,,[],0,0,Jamaica,#skeng #trinidad #foryou #fypage #fyp #viral #trending,1,0,1,0,0,0,0,0,1,1
1,JM,7095470102145027334,1652042873,We can safely say my dance is now officially viral #foryou #foryoupage #viral #fyp,6776351538991612934,Andelle’s Life,"YouTube: Andelle’s Life 
Yes I’m that short 💀
 DM FOR PROMO
RIP MY ANGELS 🕊",0,False,https://www.tiktok.com/@andelleslife/video/7095470102145027334?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095470102145027334&source=h5_m,765724,362,434,2997,81861,7073526922914974470,7073526922914974470,72,7073526922914974470,original sound - bbyshl5,🧝🏾‍♀️,6.805131795233113e+18,🧝🏾‍♀️,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7073526919379176198.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/1586f53f59b95061640f32286f30d611.json,False,False,,,,,[],0,0,Jamaica,#foryou #foryoupage #viral #fyp,1,1,1,0,0,0,0,0,0,1
2,US,7075052201764293934,1647288958,It’s the little finger grab at the end🥺 #girlmom #nicustrong #nicubaby #firstborn #loveofmylife #fyp #bannedtiktok,7074995385765200942,Kadijea💜💜,New account💓,0,False,https://www.tiktok.com/@kadijeaaa/video/7075052201764293934?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7075052201764293934&source=h5_m,984692,252,121,29,106668,7070678030062013226,7070678030062013226,72,7070678030062013226,BRENT MORGAN What Dreams Are Made Of (Contains music from: What Dreams Are Made Of - Hilary Duff),"Contains music from: ""What Dreams Are Made Of""",2.4316612346107085e+17,Brent Morgan,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7070678059686578990.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/a168c4384903af1e48f3f1e30065a863.json,False,False,Hilary Duff,What Dreams Are Made Of,BRENT MORGAN What Dreams Are Made Of (Contains music from: What Dreams Are Made Of - Hilary Duff),"Contains music from: ""What Dreams Are Made Of""",[],0,0,Jamaica,#girlmom #nicustrong #nicubaby #firstborn #loveofmylife #fyp #bannedtiktok,0,0,1,0,0,0,0,0,0,0
3,JM,7103001443182890245,1653796402,#bigbro🙏🏻😭❤️,7010114954574234629,Melmor188,🥵🥳!🏳️‍🌈🏳️‍🌈🏳️‍🌈,0,False,https://www.tiktok.com/@melmor188/video/7103001443182890245?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103001443182890245&source=h5_m,457659,720,195,694,32211,6831942161596942337,6831942161596942337,10033,6831942161596942337,Freedom,Shaqstar,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/c567cca4261d4445b082fd7d081a9411,,False,True,,,,,[],0,0,Jamaica,#bigbro🙏🏻😭❤️,0,0,0,0,0,0,0,0,0,0
4,SO,7099500629340523781,1652981303,🫦♥️💋#lipgirl_5_official #fypシ #loveyou,6703496259486008326,Tik Toker,"🥺🖤800k…🏃🏼‍♀️…………..700k
1.m 🤧😢",0,False,https://www.tiktok.com/@lipgirl__5__official/video/7099500629340523781?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099500629340523781&source=h5_m,6673336,8192,2443,677,401087,7099500608125815557,7099500608125815557,72,7099500608125815557,original sound - lipgirl__5__official,Tik Toker,6.703496259486008e+18,Tik Toker,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7099500626098342662.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/554466ca08ccf1e23f96deddc86f8add.json,False,False,,,,,[],0,0,Jamaica,#lipgirl_5_official #fypシ #loveyou,0,0,0,1,0,0,0,0,0,0
